SDSS_NAME,RA,DEC,REDSHIFT,g_SDSS,gerr_SDSS,r_SDSS,rerr_SDSS,i_SDSS,ierr_SDSS,LOGBH,LOGEDD_RATIO,LOGLBOL,ra,dec,g_HSC,gerr_HSC,r_HSC,rerr_HSC,i_HSC,ierr_HSC,hsc_id
b'122402.21-004222.0',186.009245,-0.706117,2.2483,19.438,0.021,19.381,0.023,19.377,0.025,9.150168290977716,-0.6402743807345672,46.61026445536071,186.00925107548483,-0.7061032818340746,19.4520531,0.000701984856,19.4303722,0.000717860821,19.3439579,0.000538701017,41131647663373409
b'124013.29-010539.8',190.055414,-1.094395,1.4542,20.374,0.029,19.722,0.028,19.386,0.025,8.873428250690745,-0.8087190239518947,46.16507977185641,190.05539687951253,-1.094394480390954,20.3713493,0.00139560632,19.7530556,0.00108971272,19.4518013,0.00125722704,41139610532741255
b'134244.52-020231.6',205.685528,-2.042116,0.8419,18.815,0.02,18.785,0.029,18.968,0.024,9.226832102654765,-1.2914748251011972,46.03572782267113,205.6855378112233,-2.0421192098669043,18.1257286,0.000950429123,18.2059574,0.000740908319,18.2364845,0.00091954408,40119276627049933
b'134448.10-005256.9',206.200457,-0.882498,2.0861,19.105,0.021,19.058,0.019,18.904,0.02,9.21259443524364,-0.560703680336772,46.75226130002443,206.2004526387168,-0.8824984755105739,19.4312553,0.00114634819,19.4156189,0.000900384737,19.0841751,0.000778438232,41188130778279096
b'144914.80+004544.2',222.311669,0.762291,0.9065,19.634,0.023,19.605,0.016,19.739,0.026,8.42904522405091,-0.8014224214873309,45.72799334768114,222.3116534206592,0.7622913688201673,19.9551697,0.000997040421,19.9643211,0.000982422265,20.1335583,0.00107791915,42305376326023570
b'222917.63-001732.0',337.323495,-0.292237,0.4368,19.993,0.021,19.737,0.021,19.497,0.022,7.746617388068202,-0.6190264138566235,45.22796151932914,337.3235013596263,-0.2922234552307168,20.3636017,0.0011346438,20.067873,0.00091207982,19.8922729,0.000801850576,41579982119544903
b'222949.44+010605.7',337.456001,1.101592,1.9579,19.85,0.026,19.819,0.023,19.505,0.023,8.811998111512615,-0.5377779673096228,46.374590689320556,337.45599811825434,1.101582554245226,20.5777035,0.00144664652,20.5482597,0.00140384235,20.063448,0.00100744213,42648707421731937
b'224703.00+000026.4',341.762522,0.007341,0.8132,19.155,0.019,18.987,0.016,19.024,0.026,8.935206030375333,-1.0662849412170488,45.96929163427585,341.76251790133443,0.0073614353806317,19.398468,0.000808493467,19.2598076,0.000709895801,19.3408737,0.000602282467,42661875791459494
b'231644.49-002114.0',349.185378,-0.353906,1.7222,19.627,0.031,19.574,0.026,19.284,0.026,9.334662027745992,-1.1150893673823816,46.319943205481174,349.18537151372226,-0.3539019560325591,19.3360748,0.000720189535,19.2845497,0.000791929895,19.0853901,0.000661248923,41615166491595967
b'233601.62+003212.9',354.006788,0.536939,0.9706,20.413,0.048,20.032,0.028,20.139,0.044,8.488821433418053,-1.3194637661922783,45.26972821234334,354.0067871905375,0.5369359935277028,20.3838558,0.00193441974,20.1547623,0.00128502445,20.3995323,0.00168267416,42696798170541869
b'001346.65+004205.4',3.444402,0.701512,1.5433,21.262,0.04,20.72,0.038,20.28,0.04,8.996048531110636,-1.245921996296687,45.850497079931515,3.444396997547432,0.70151261702453,20.132658,0.00124282006,19.8688698,0.000971979753,19.5904274,0.00107274915,41654053125511949
b'011950.10+011514.4',19.958761,1.254011,2.9478,19.337,0.04,19.252,0.022,19.251,0.04,9.056514270379935,-0.19126966725053052,46.96561514824697,19.95876966896528,1.254025085353345,19.1354179,0.000637742167,19.0625038,0.000570037926,19.222477,0.00172016234,41702307083083590
b'085230.92+021347.0',133.128847,2.229736,1.6209,20.486,0.026,20.41,0.03,20.23,0.043,8.181137418779873,-0.20466265242942683,46.076845311468006,133.12885569797436,2.229756714717404,20.7780457,0.00147788587,20.6770134,0.00173678854,20.3484764,0.00129844109,43105271035222898
b'090318.04+035218.3',135.825168,3.871774,0.6241,19.013,0.02,19.088,0.018,18.987,0.02,8.701964058471795,-1.156630579220078,45.64570402436928,135.82516946528207,3.871778486239784,19.4201279,0.000851788849,19.5297737,0.00094695139,19.5160332,0.000875242462,44178673556809433
b'100350.28+013145.7',150.959514,1.529378,1.1883,19.734,0.026,19.292,0.021,19.158,0.021,9.334450331873384,-1.3452485079513892,46.08957236903956,150.95952083258695,1.5293802840057296,19.7601471,0.00090555643,19.2965851,0.000658504432,19.1212044,0.000519714609,43158030413490239
b'113234.62-003547.5',173.144286,-0.59655,1.9336,19.435,0.023,19.447,0.016,19.29,0.029,9.398633422299314,-1.0831585642121198,46.415845403204756,173.14428651135898,-0.5965511698603807,19.3053608,0.00076650799,19.2540264,0.000831873156,19.050108,0.00112341216,41091657222869309
b'123832.13+010813.6',189.633882,1.137124,1.4318,19.091,0.018,18.933,0.018,18.888,0.018,8.625883254533768,-0.3808354149999218,46.34541838465141,189.63389917836597,1.1371244121185435,19.0038986,0.000719116069,19.0064735,0.000661962957,18.9363594,0.000869639684,42208627892708010
b'135805.41+004250.5',209.522552,0.714029,0.8952,18.925,0.015,18.727,0.015,18.768,0.016,8.978312048576987,-1.0396873743743384,46.03899521932021,209.5225613538496,0.7140270674065432,19.5298882,0.000880545995,19.374958,0.000809325313,19.4531746,0.000601031701,42265381590560546
b'143801.29+002139.8',219.505398,0.361073,1.5822,19.221,0.018,19.069,0.015,18.81,0.014,8.520802457322848,-0.09705787877603456,46.52411512366438,219.50540175125792,0.3610717597649658,19.1684952,0.000767702062,19.0302277,0.000688005297,18.8601799,0.000496525608,42296434204110615
b'221926.32-004612.9',334.859671,-0.770273,1.0089,20.005,0.028,19.569,0.022,19.536,0.031,9.241219112115008,-1.3280524374471625,46.01353721978541,334.85969481351333,-0.7702790081005596,20.1732235,0.0014766173,19.6865349,0.00139029708,19.7562332,0.00108858326,41570902558662311
b'222605.19-001230.9',336.521641,-0.208597,1.3311,19.875,0.025,19.482,0.018,19.433,0.023,9.170765254441287,-1.1154083837019613,46.15572741585689,336.5216380520143,-0.2085860049052726,20.0303135,0.00108052231,19.5457058,0.000903176318,19.5025349,0.00072274846,41575176051127570
b'231005.86-010815.8',347.524458,-1.137733,1.3986,19.351,0.022,18.932,0.024,18.76,0.02,9.406649527367453,-1.0830772692985917,46.42394280318643,347.5244412639841,-1.1377253199098514,19.4004784,0.00119913928,18.7990227,0.00103309623,18.7574158,0.000640332291,41610888704185612
b'231047.98-003319.3',347.699953,-0.55538,0.5755,20.216,0.032,20.17,0.026,19.805,0.027,8.259962452381794,-1.0604193226027405,45.299913674896615,347.6999357044605,-0.5553642260978653,20.0502815,0.00109655363,20.1383247,0.00138450402,20.0035439,0.000978342257,41610764150139620
b'231903.58+011319.2',349.764952,1.222026,1.7434,20.072,0.028,20.062,0.025,19.729,0.028,9.12982834837601,-1.0232565967137646,46.20694229677981,349.76496036757953,1.2220181016973728,20.6407166,0.00199611462,20.5842247,0.00201026583,20.22925,0.001131478,42683483771920387
b'235301.94-001157.4',358.258091,-0.199296,1.2499,19.775,0.026,19.311,0.022,19.122,0.024,8.854855337732669,-0.7385999419745062,46.21662594087573,358.2580949519136,-0.1992965139460389,19.9538612,0.00110676896,19.534462,0.000805103511,19.4294033,0.00066769775,41641421626699305
b'235311.51-001226.0',358.297976,-0.207246,2.0905,19.256,0.024,19.163,0.021,18.946,0.023,9.045942712143294,-0.5376150896677174,46.60869816759314,358.2979744820879,-0.2072569386724495,19.5423565,0.00078673457,19.4670792,0.000726033759,19.2099266,0.000572027289,41641421626698785
b'000530.14-002356.2',1.375599,-0.39895,1.0599,20.495,0.032,20.072,0.024,20.065,0.035,8.883995082593621,-1.2182919885641752,45.76607363914701,1.3756076800569916,-0.3989360575873243,20.6297531,0.00180316321,20.2119846,0.00133135717,20.1899376,0.00141477608,40581488122556862
b'093132.01+011529.6',142.88341,1.258223,1.3762,18.706,0.121,18.44,0.042,18.311,0.023,9.474200648899815,-0.9398185202853497,46.63475267373203,142.8833997470014,1.258222871469207,18.9799747,0.000918730162,18.7667274,0.000907438924,18.6777077,0.000445978279,42067344943504432
b'120621.73+002141.1',181.590577,0.36143,3.6479,20.779,0.027,19.709,0.019,19.56,0.025,9.68707523615818,-0.87983469852459,46.90761108275115,181.5905824331088,0.3614313657082939,21.1103935,0.0020624029,20.0348244,0.00115116476,19.8827705,0.000878816936,42187032797151562
b'135252.14+003758.6',208.217259,0.632952,0.485,18.068,0.014,18.104,0.014,17.964,0.018,8.042714981974513,-0.37752963928910077,45.765555887802975,208.21727227074297,0.6329422896300396,18.4118843,0.000557217863,18.4640732,0.000501843693,18.3932915,0.000334125827,42266339368272579
b'144049.13+012825.7',220.204727,1.473811,1.4741,20.339,0.031,20.132,0.027,20.025,0.032,9.197740949784603,-1.3585616925579558,45.93954980234421,220.20472409531703,1.4738200236905885,20.1421318,0.00158506923,20.0639,0.00163589069,20.0520306,0.000912294956,42301407776236650
b'144929.91+014337.3',222.374653,1.727045,1.6799,19.813,0.021,19.76,0.023,19.581,0.027,8.902029915822357,-0.821698531616228,46.180701929323696,222.3746612440219,1.7270457752831334,20.5094795,0.00189070322,20.3581734,0.00244320766,20.2771797,0.00147020468,43369140940993767
b'221136.28+004417.5',332.901167,0.738222,1.948,19.66,0.02,19.611,0.022,19.471,0.024,9.245566804233915,-0.8267186559430257,46.519218693408455,332.9011636617257,0.7382382675465676,19.5110168,0.000728927727,19.4194679,0.000814778265,19.2695847,0.000529465266,42635504692264377
b'222357.93+002321.8',335.991388,0.389401,1.2053,21.298,0.043,20.526,0.034,20.137,0.032,8.693468606677445,-1.0965995029291449,45.69723964886587,335.99139433537704,0.3894096344933799,21.5457821,0.00249739131,20.7067242,0.00169430429,20.3751659,0.00115625304,42644292195348906
b'223653.07+000831.9',339.221127,0.14222,0.7564,19.306,0.021,19.123,0.02,18.966,0.023,8.82782170525562,-1.2006336787447012,45.727558571628485,339.2211171509609,0.1422220715744843,19.4002171,0.000784567208,19.2505131,0.000774974877,19.1184273,0.00069979101,42652809115497348
b'232114.13+002510.5',350.308905,0.419595,0.5031,19.712,0.025,19.64,0.025,19.337,0.029,7.885870887045013,-0.7107313264904604,45.27551010567212,350.3089085104653,0.4195981041882117,19.7806625,0.00111315493,19.5109253,0.0010835604,19.5128212,0.000719814387,42683049980226951
b'235839.62+002906.4',359.665108,0.485114,0.5177,19.408,0.027,19.5,0.026,19.163,0.025,8.80686312976074,-1.4832960833079838,45.42393759157032,359.66507743964377,0.4851230517076986,19.8125191,0.00119074271,20.0086365,0.00121555524,19.561142,0.000662638922,41645939932292855
b'000149.33+005731.6',0.455551,0.958799,1.2058,20.47,0.036,20.187,0.03,20.236,0.043,8.973462614589664,-1.3777290535519953,45.69610410615523,0.4555769772532946,0.958802141144284,20.3633575,0.00136768655,20.2093506,0.00122982753,20.2525177,0.00107874861,41645398766417998
b'000725.18+003645.0',1.854938,0.612512,2.033,19.307,0.02,19.149,0.025,18.977,0.028,9.378943854965605,-0.6762390221645376,46.80307537791863,1.8549547459092544,0.6125278079247247,19.6349602,0.000900142768,19.4509678,0.000960712903,19.1902847,0.000540449691,41649788222992046
b'011426.74-001451.2',18.611439,-0.247569,1.555,20.232,0.026,20.101,0.029,19.908,0.032,8.857070033006472,-0.935789314032661,46.021651264091375,18.611449484631013,-0.2475469873278828,19.9759598,0.00132196653,19.8419991,0.00111813319,19.7762012,0.00207540137,40634543853536006
b'023822.06-070213.0',39.591925,-7.036969,1.9446,19.677,0.024,19.284,0.021,18.871,0.027,8.894091959730767,-0.6492059186049346,46.345256586243394,39.59193807332757,-7.036970534509143,19.6078129,0.00198051799,19.1512127,0.00155354384,18.7470894,0.0013945197,36443321492587240
b'090622.42+015917.3',136.59343,1.988151,2.459,20.384,0.039,20.309,0.029,20.421,0.049,9.23349951419683,-0.9773042684375923,46.3565657908768,136.5934314644484,1.9881745782327485,20.3061104,0.00110334938,20.2570744,0.00119377405,20.2711563,0.00107991346,43119148074555807
b'092248.09+010456.4',140.700389,1.082344,1.9364,19.295,0.024,19.327,0.022,19.112,0.023,9.424611973991334,-0.9400761272115474,46.58490639189735,140.7003809056978,1.0823566504861004,19.4901695,0.00090922782,19.4751434,0.00114641432,19.3016682,0.00074602681,42063492357841099
b'092331.31+020048.9',140.880482,2.013589,2.5636,19.963,0.021,19.956,0.023,19.992,0.035,9.049753136831608,-0.492445835943748,46.65767784600542,140.8804863932263,2.0135887010758924,20.2890854,0.00131513714,20.1387615,0.0015750638,20.2742081,0.00111777184,43132479653042822
b'092521.39-003304.5',141.339132,-0.551273,1.8809,20.279,0.027,20.426,0.036,20.016,0.035,9.04919765702013,-0.9809613843108664,46.16860681782683,141.33911935735955,-0.5512600308137295,20.1149101,0.00130702194,20.2636337,0.00218211184,19.7911797,0.000793734158,40994350443815293
b'095109.82+010558.0',147.790942,1.099446,1.7591,20.395,0.028,20.451,0.034,20.14,0.04,8.936817015662687,-1.1179925713399186,45.919194989440335,147.7909506956305,1.0994521021229475,20.3645973,0.00217461353,20.3205795,0.00218706625,20.0084476,0.00143666938,42085757468301263
b'113817.88+011533.6',174.574522,1.25935,1.0555,19.22,0.022,18.846,0.018,18.909,0.019,8.874437570790361,-0.8588197045991564,46.11598841130877,174.57452408228818,1.259337099781632,19.3253403,0.00100326561,18.9821777,0.00077137578,19.095356,0.00077518425,42164789161519754
b'122433.34+001415.9',186.138933,0.237758,0.5731,19.511,0.02,19.355,0.018,18.983,0.016,8.865068578628634,-1.3541137730382147,45.61132535070798,186.13893851229847,0.2377698983562327,19.3849449,0.000630103692,19.2621536,0.000645698572,18.9807606,0.000463954988,42200222641714142
b'122641.47-021321.3',186.672816,-2.222584,0.938,18.785,0.026,18.766,0.016,18.872,0.021,8.535478454145625,-0.513296536777446,46.12255246248574,186.67281302654703,-2.2225903903173525,18.9588013,0.00134326844,18.8782082,0.00122795522,19.0010662,0.000987218344,40061822849535572
b'123944.95-004258.0',189.937302,-0.716118,1.2775,19.356,0.024,19.124,0.019,19.096,0.025,8.726658975549311,-0.5824283938220631,46.24460112684481,189.93731406936436,-0.7160980837251685,19.1837158,0.000788052625,18.9476719,0.000716387178,18.9795589,0.000621795771,41139619122673735
b'142534.36-021410.2',216.393199,-2.236177,1.8555,19.482,0.02,19.374,0.023,19.044,0.024,9.39154448290981,-0.8955276061060076,46.596387421921364,216.39321057162027,-2.236177063016513,19.8960228,0.00232609478,19.6996422,0.00230230694,19.2700005,0.00112134777,40149783779757085
b'143555.38+015550.5',218.980757,1.930717,3.6109,21.354,0.049,20.377,0.032,20.21,0.04,8.454714701710675,0.23833199409576622,46.793417240924,218.98076416534516,1.930703362907838,21.4807873,0.0038609365,20.4268456,0.00288781757,20.3887024,0.00209625834,43360624020842116
b'144618.02+010506.5',221.575089,1.085162,1.8277,20.162,0.032,20.144,0.03,19.848,0.034,8.977855102962035,-0.8513363610127627,46.22688928706683,221.57507585311924,1.0851483553904675,19.785675,0.000936833501,19.7372208,0.00105134759,19.545578,0.000673659844,42305797232814054
b'144747.60+011722.3',221.948367,1.289548,2.0032,19.243,0.021,19.117,0.018,18.908,0.017,9.057670963192066,-0.35919158301243215,46.7988499252972,221.9483716673105,1.2895321507737307,19.8397598,0.00107673556,19.7904682,0.00106464268,19.4192696,0.000633377116,42305526649873810
b'220809.50+062014.8',332.039621,6.337463,2.769,20.667,0.025,20.344,0.027,20.167,0.031,9.035953002101701,-0.6826908810941461,46.45363266612512,332.03963558536026,6.337467674024931,20.7254696,0.00245941314,20.3068771,0.00186860026,20.155323,0.00105078437,46883459276236471
b'221205.34-001451.5',333.022283,-0.247642,0.8239,20.135,0.021,19.861,0.023,19.758,0.027,8.971974646525537,-1.4989154982800699,45.57342969336303,333.02229757284107,-0.2476450683489255,20.5387173,0.00136042305,20.2363739,0.00147789379,20.0799484,0.000935854041,41566792274961366
